career,skills,source
Data Scientist,tensorflow | deep learning | statistics | python,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | tensorflow | sql | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | sql | pytorch | python,global_ai_jobs_dataset
Data Scientist,tensorflow | nlp | python | machine learning,global_ai_jobs_dataset
AI Researcher,tensorflow | computer vision | deep learning | machine learning,global_ai_jobs_dataset
AI Researcher,tensorflow | deep learning | nlp | data analysis,global_ai_jobs_dataset
NLP Engineer,sql | python | pytorch | machine learning,global_ai_jobs_dataset
Data Engineer,python | sql | scala | snowflake | bigquery | hadoop | airflow | kafka | data governance,job_dataset
Data Scientist,python | nlp | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | sql | machine learning | computer vision,global_ai_jobs_dataset
AI Product Manager,nlp | statistics | deep learning | data analysis,global_ai_jobs_dataset
MLOps Engineer,python | statistics | machine learning | sql,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | computer vision | tensorflow | sql,global_ai_jobs_dataset
MLOps Engineer,machine learning | tensorflow | statistics | deep learning,global_ai_jobs_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
AI Product Manager,machine learning | python | statistics | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,sql | data analysis | pytorch | deep learning,global_ai_jobs_dataset
Data Analyst,statistics | tensorflow | sql | pytorch,global_ai_jobs_dataset
AI Engineer,machine learning | tensorflow | pytorch | data analysis,global_ai_jobs_dataset
Data Scientist,pytorch | tensorflow | computer vision | python,global_ai_jobs_dataset
MLOps Engineer,machine learning | python | data analysis | tensorflow,global_ai_jobs_dataset
AI Engineer,statistics | tensorflow | pytorch | python,global_ai_jobs_dataset
Data Analyst,sql | computer vision | nlp | pytorch,global_ai_jobs_dataset
AI Product Manager,sql | pytorch | deep learning | data analysis,global_ai_jobs_dataset
Game Developer,c++ basics | c# basics | python basics | java basics | unity basics | unreal engine basics | game mechanics fundamentals | physics basics | animation basics | directx | opengl basics | git basics | debugging basics | communication | teamwork | creativity | adaptability | c++ | c# | unity | unreal engine | game design | game mechanics | graphics programming | git | debugging,job_dataset
AI Product Manager,data analysis | sql | deep learning | computer vision,global_ai_jobs_dataset
Prompt Engineer,statistics | data analysis | machine learning | sql,global_ai_jobs_dataset
Data Scientist,data analysis | statistics | sql | machine learning,global_ai_jobs_dataset
Data Scientist,python | nlp | computer vision | deep learning,global_ai_jobs_dataset
AI Product Manager,data analysis | computer vision | statistics | nlp,global_ai_jobs_dataset
AI Product Manager,tensorflow | pytorch | statistics | nlp,global_ai_jobs_dataset
Prompt Engineer,computer vision | deep learning | statistics | python,global_ai_jobs_dataset
NLP Engineer,tensorflow | deep learning | computer vision | python,global_ai_jobs_dataset
AI Engineer,tensorflow | nlp | sql | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,nlp | python | pytorch | data analysis,global_ai_jobs_dataset
MLOps Engineer,sql | python | data analysis | pytorch,global_ai_jobs_dataset
AI Engineer,nlp | sql | deep learning | statistics,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract optimization | cryptography advanced | scalable dapps | cross-chain solutions | cloud integration | leadership | project management | team collaboration | innovation | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
AI Product Manager,python | machine learning | computer vision | sql,global_ai_jobs_dataset
Data Scientist,statistics | python | sql | computer vision,global_ai_jobs_dataset
MLOps Engineer,data analysis | sql | computer vision | deep learning,global_ai_jobs_dataset
Site Reliability Engineer,python advanced | go | java | bash | zsh scripting | linux administration | windows server | cloud (aws | azure | gcp) | docker | kubernetes advanced | ci | cd pipelines | iac (terraform | ansible) | monitoring & logging (prometheus | grafana | elk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | python | linux | kubernetes | aws | terraform | cd | prometheus,job_dataset
Java Developer,servlets | jsp | sql basics | jdbc | git | java | sql,job_dataset
AI Product Manager,tensorflow | data analysis | statistics | sql,global_ai_jobs_dataset
Prompt Engineer,python | statistics | pytorch | sql,global_ai_jobs_dataset
NLP Engineer,data analysis | deep learning | statistics | tensorflow,global_ai_jobs_dataset
MLOps Engineer,python | data analysis | machine learning | statistics,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | smart contract testing | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced ai | gameplay systems | multiplayer networking | physics simulation | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
MLOps Engineer,sql | statistics | pytorch | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,python | pytorch | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,computer vision | nlp | data analysis | sql,global_ai_jobs_dataset
Machine Learning Engineer,python | sql | data analysis | tensorflow,global_ai_jobs_dataset
AI Product Manager,sql | python | deep learning | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | sql | python | pytorch,global_ai_jobs_dataset
AI Engineer,sql | tensorflow | nlp | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | computer vision | python | nlp,global_ai_jobs_dataset
NLP Engineer,python | pytorch | nlp | deep learning,global_ai_jobs_dataset
Data Scientist,nlp | sql | computer vision | tensorflow,global_ai_jobs_dataset
Data Scientist,nlp | machine learning | sql | python,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | collaboration | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
Machine Learning Engineer,sql | nlp | data analysis | computer vision,global_ai_jobs_dataset
AI Researcher,pytorch | statistics | nlp | machine learning,global_ai_jobs_dataset
Data Scientist,nlp | machine learning | data analysis | pytorch,global_ai_jobs_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
Data Engineer,python | java | postgresql | mongodb | aws s3 basics | azure basics | hadoop fundamentals | analytical thinking | sql | aws | hadoop | etl fundamentals,job_dataset
Data Analyst,tensorflow | deep learning | nlp | pytorch,global_ai_jobs_dataset
NLP Engineer,tensorflow | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | computer vision | tensorflow | sql,global_ai_jobs_dataset
NLP Engineer,nlp | python | machine learning | tensorflow,global_ai_jobs_dataset
AI Product Manager,python | nlp | sql | machine learning,global_ai_jobs_dataset
AI Researcher,statistics | machine learning | nlp | pytorch,global_ai_jobs_dataset
AI Product Manager,computer vision | statistics | sql | python,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | data analysis | sql | deep learning,global_ai_jobs_dataset
AI Product Manager,python | machine learning | nlp | tensorflow,global_ai_jobs_dataset
Java Developer,agile | version control (git | svn) | mentoring | team collaboration | java | git | svn,job_dataset
AI Researcher,statistics | pytorch | machine learning | computer vision,global_ai_jobs_dataset
NLP Engineer,data analysis | deep learning | python | tensorflow,global_ai_jobs_dataset
AI Engineer,machine learning | pytorch | statistics | sql,global_ai_jobs_dataset
MLOps Engineer,tensorflow | pytorch | computer vision | machine learning,global_ai_jobs_dataset
AI Researcher,sql | machine learning | data analysis | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | machine learning | deep learning | sql,global_ai_jobs_dataset
NLP Engineer,nlp | tensorflow | machine learning | sql,global_ai_jobs_dataset
Data Scientist,deep learning | pytorch | python | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | python | tensorflow | deep learning,global_ai_jobs_dataset
AI Researcher,statistics | pytorch | sql | tensorflow,global_ai_jobs_dataset
Data Scientist,deep learning | tensorflow | data analysis | statistics,global_ai_jobs_dataset
Data Scientist,python | machine learning | tensorflow | sql,global_ai_jobs_dataset
Data Analyst,deep learning | data analysis | tensorflow | pytorch,global_ai_jobs_dataset
NLP Engineer,python | tensorflow | statistics | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,nlp | data analysis | tensorflow | statistics,global_ai_jobs_dataset
AI Researcher,nlp | sql | computer vision | machine learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger fabric | corda | smart contract optimization | cryptography advanced | scalable dapps | cross-chain development | git advanced | truffle advanced | remix ide advanced | leadership | collaboration | problem-solving | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | hyperledger | security audits,job_dataset
Data Analyst,computer vision | pytorch | sql | tensorflow,global_ai_jobs_dataset
AI Engineer,tensorflow | deep learning | sql | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,sql | pytorch | machine learning | statistics,global_ai_jobs_dataset
Data Scientist,deep learning | machine learning | nlp | data analysis,global_ai_jobs_dataset
NLP Engineer,tensorflow | sql | data analysis | machine learning,global_ai_jobs_dataset
AI Engineer,data analysis | pytorch | sql | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,statistics | computer vision | data analysis | tensorflow,global_ai_jobs_dataset
AI Product Manager,pytorch | nlp | statistics | deep learning,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
Java Developer,spring boot | hibernate | kafka | microservices | jpa | java,job_dataset
Computer Vision Engineer,python | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | collaboration | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
Ethical Hacker,python | c | c++ | javascript | bash | powershell | advanced network security | linux and windows expert | penetration testing | vulnerability assessment | web security testing | metasploit | burp suite | nmap | sqlmap | cryptography | malware analysis | reverse engineering | compliance frameworks | leadership | problem-solving | communication | ethical hacking | network security | linux | windows security,job_dataset
NLP Engineer,sql | nlp | tensorflow | pytorch,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced gameplay and ai | multiplayer networking | physics and collision handling | shader programming | graphics optimization | cross-platform development | debugging and profiling | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
AI Engineer,statistics | tensorflow | deep learning | machine learning,global_ai_jobs_dataset
Prompt Engineer,computer vision | machine learning | python | sql,global_ai_jobs_dataset
NLP Engineer,tensorflow | statistics | sql | computer vision,global_ai_jobs_dataset
AI Product Manager,sql | computer vision | data analysis | deep learning,global_ai_jobs_dataset
NLP Engineer,computer vision | sql | tensorflow | data analysis,global_ai_jobs_dataset
AI Researcher,nlp | deep learning | statistics | python,global_ai_jobs_dataset
Machine Learning Engineer,sql | machine learning | pytorch | nlp,global_ai_jobs_dataset
AI Product Manager,statistics | computer vision | tensorflow | nlp,global_ai_jobs_dataset
NLP Engineer,sql | computer vision | data analysis | statistics,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation | stakeholder collaboration | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Prompt Engineer,data analysis | computer vision | machine learning | pytorch,global_ai_jobs_dataset
AI Researcher,sql | nlp | pytorch | machine learning,global_ai_jobs_dataset
AI Engineer,deep learning | machine learning | computer vision | statistics,global_ai_jobs_dataset
Data Engineer,python | scala basics | mysql | mongodb | airflow basics | linux | spark fundamentals | data modeling basics | etl | sql | airflow | data cleaning | spark basics,job_dataset
Machine Learning Engineer,statistics | deep learning | nlp | machine learning,global_ai_jobs_dataset
MLOps Engineer,data analysis | tensorflow | statistics | nlp,global_ai_jobs_dataset
AI Researcher,machine learning | data analysis | pytorch | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Prompt Engineer,pytorch | tensorflow | python | machine learning,global_ai_jobs_dataset
AI Product Manager,nlp | computer vision | python | tensorflow,global_ai_jobs_dataset
Data Analyst,sql | deep learning | machine learning | data analysis,global_ai_jobs_dataset
NLP Engineer,sql | tensorflow | computer vision | statistics,global_ai_jobs_dataset
AI Product Manager,sql | nlp | statistics | machine learning,global_ai_jobs_dataset
AI Researcher,nlp | statistics | data analysis | deep learning,global_ai_jobs_dataset
Data Analyst,data analysis | computer vision | pytorch | nlp,global_ai_jobs_dataset
.NET Developer,c# | f# | .net core | asp.net mvc | microservices | docker | kubernetes | azure,job_dataset
Data Analyst,data analysis | tensorflow | nlp | pytorch,global_ai_jobs_dataset
Ethical Hacker,python | c | c++ | javascript advanced | bash | powershell scripting | expert network security | linux and windows security | penetration testing | vulnerability assessment | web application security | metasploit | burp suite | nmap | sqlmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance frameworks | leadership | analytical thinking | communication | ethical hacking | network security | linux | windows security,job_dataset
Prompt Engineer,statistics | nlp | tensorflow | python,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | computer vision | machine learning | tensorflow,global_ai_jobs_dataset
AI Product Manager,machine learning | computer vision | sql | pytorch,global_ai_jobs_dataset
MLOps Engineer,tensorflow | statistics | machine learning | python,global_ai_jobs_dataset
Machine Learning Engineer,python | sql | computer vision | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | computer vision | pytorch | machine learning,global_ai_jobs_dataset
AI Engineer,sql | tensorflow | data analysis | statistics,global_ai_jobs_dataset
Data Analyst,data analysis | nlp | tensorflow | python,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | sql server | entity framework | rest apis | docker | azure | microservices,job_dataset
Prompt Engineer,pytorch | sql | nlp | computer vision,global_ai_jobs_dataset
NLP Engineer,machine learning | tensorflow | pytorch | deep learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | project management | innovation | mentorship | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai and gameplay systems | multiplayer networking | physics simulation | shader programming | graphics and performance optimization | cross-platform development | testing and debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
MLOps Engineer,computer vision | python | statistics | machine learning,global_ai_jobs_dataset
Game Developer,c++ basics | c# basics | java basics | python basics | unity basics | unreal engine basics | game mechanics basics | physics and animation basics | directx | opengl basics | git basics | debugging basics | mobile | console development basics | communication | teamwork | adaptability | creativity | c++ | c# | unity | unreal engine | game mechanics | graphics programming | git | debugging,job_dataset
AI Researcher,pytorch | python | sql | data analysis,global_ai_jobs_dataset
NLP Engineer,pytorch | tensorflow | deep learning | nlp,global_ai_jobs_dataset
Data Analyst,data analysis | statistics | computer vision | tensorflow,global_ai_jobs_dataset
Data Scientist,data analysis | nlp | tensorflow | computer vision,global_ai_jobs_dataset
AI Product Manager,data analysis | deep learning | python | tensorflow,global_ai_jobs_dataset
NLP Engineer,data analysis | tensorflow | nlp | statistics,global_ai_jobs_dataset
Data Scientist,machine learning | deep learning | pytorch | data analysis,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mongodb basics | rest apis | responsive design | react | node.js | mongodb,job_dataset
AI Product Manager,sql | pytorch | statistics | data analysis,global_ai_jobs_dataset
NLP Engineer,data analysis | computer vision | nlp | deep learning,global_ai_jobs_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract optimization | cryptography | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | team collaboration | innovation management | blockchain architecture | multi-chain | cross-chain | consensus algorithms | security audits,job_dataset
Data Analyst,tensorflow | computer vision | pytorch | machine learning,global_ai_jobs_dataset
Prompt Engineer,python | machine learning | tensorflow | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,sql | tensorflow | computer vision | statistics,global_ai_jobs_dataset
Data Analyst,deep learning | data analysis | python | machine learning,global_ai_jobs_dataset
AI Product Manager,sql | statistics | nlp | pytorch,global_ai_jobs_dataset
AI Researcher,deep learning | statistics | data analysis | tensorflow,global_ai_jobs_dataset
Data Scientist,tensorflow | sql | data analysis | computer vision,global_ai_jobs_dataset
Prompt Engineer,python | machine learning | tensorflow | data analysis,global_ai_jobs_dataset
AI Engineer,statistics | data analysis | deep learning | tensorflow,global_ai_jobs_dataset
MLOps Engineer,tensorflow | deep learning | python | sql,global_ai_jobs_dataset
AI Product Manager,nlp | python | data analysis | pytorch,global_ai_jobs_dataset
Data Scientist,tensorflow | data analysis | computer vision | nlp,global_ai_jobs_dataset
Data Scientist,nlp | sql | deep learning | data analysis,global_ai_jobs_dataset
MLOps Engineer,statistics | sql | python | nlp,global_ai_jobs_dataset
Prompt Engineer,machine learning | data analysis | pytorch | statistics,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai | gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing | debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
.NET Developer,c# | asp.net | mvc | entity framework basics | sql server | html | css | javascript basics | .net | asp.net mvc | entity framework,job_dataset
AI Engineer,sql | deep learning | python | computer vision,global_ai_jobs_dataset
AI Engineer,nlp | tensorflow | computer vision | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,python | deep learning | tensorflow | pytorch,global_ai_jobs_dataset
Prompt Engineer,machine learning | statistics | computer vision | deep learning,global_ai_jobs_dataset
NLP Engineer,pytorch | nlp | python | statistics,global_ai_jobs_dataset
Data Analyst,nlp | deep learning | tensorflow | statistics,global_ai_jobs_dataset
AI Researcher,nlp | python | statistics | tensorflow,global_ai_jobs_dataset
MLOps Engineer,machine learning | computer vision | statistics | python,global_ai_jobs_dataset
MLOps Engineer,machine learning | statistics | tensorflow | deep learning,global_ai_jobs_dataset
AI Engineer,python | data analysis | computer vision | statistics,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | sql | data analysis | tensorflow,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum | hyperledger | corda basics | smart contract implementation | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | solidity | smart contracts | cryptography | dapps | corda,job_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
MLOps Engineer,nlp | deep learning | statistics | pytorch,global_ai_jobs_dataset
MLOps Engineer,nlp | deep learning | machine learning | pytorch,global_ai_jobs_dataset
.NET Developer,c# | .net framework basics | asp.net mvc | entity framework basics | sql server | linq | .net | entity framework,job_dataset
Prompt Engineer,nlp | data analysis | computer vision | machine learning,global_ai_jobs_dataset
Prompt Engineer,data analysis | statistics | pytorch | computer vision,global_ai_jobs_dataset
AI Researcher,computer vision | data analysis | pytorch | tensorflow,global_ai_jobs_dataset
Data Analyst,machine learning | nlp | data analysis | statistics,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | php basics | node.js basics | git | mongodb basics | ajax | ui | ux fundamentals | react | node.js | php | mongodb,job_dataset
AI Engineer,sql | statistics | data analysis | python,global_ai_jobs_dataset
MLOps Engineer,computer vision | sql | pytorch | data analysis,global_ai_jobs_dataset
NLP Engineer,nlp | statistics | pytorch | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | nlp | pytorch | statistics,global_ai_jobs_dataset
NLP Engineer,pytorch | computer vision | nlp | python,global_ai_jobs_dataset
Prompt Engineer,statistics | deep learning | data analysis | tensorflow,global_ai_jobs_dataset
Prompt Engineer,statistics | pytorch | nlp | machine learning,global_ai_jobs_dataset
NLP Engineer,machine learning | statistics | tensorflow | computer vision,global_ai_jobs_dataset
AI Product Manager,nlp | machine learning | tensorflow | data analysis,global_ai_jobs_dataset
MLOps Engineer,sql | nlp | computer vision | statistics,global_ai_jobs_dataset
Data Scientist,computer vision | python | data analysis | statistics,global_ai_jobs_dataset
Data Scientist,sql | statistics | python | data analysis,global_ai_jobs_dataset
NLP Engineer,computer vision | deep learning | statistics | python,global_ai_jobs_dataset
AI Product Manager,nlp | pytorch | computer vision | deep learning,global_ai_jobs_dataset
Data Analyst,deep learning | pytorch | computer vision | tensorflow,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows administration | aws | azure | gcp advanced | docker | kubernetes expert | ci | cd pipelines | iac (terraform | ansible | puppet | chef) | monitoring & logging tools | networking | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | terraform | cd | monitoring,job_dataset
MLOps Engineer,machine learning | nlp | data analysis | sql,global_ai_jobs_dataset
Ethical Hacker,advanced python | c | c++ | bash | powershell scripting | advanced networking | linux (kali | parrot) expert | windows security and ad | penetration testing and vulnerability assessment | web application security | metasploit | burp suite | nmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance and risk assessment | problem-solving | leadership | communication | ethical hacking | penetration testing | network security | python | linux | windows security,job_dataset
Computer Vision Engineer,python | pytorch | sql | computer vision,global_ai_jobs_dataset
Data Scientist,machine learning | computer vision | statistics | pytorch,global_ai_jobs_dataset
AI Researcher,python | statistics | machine learning | deep learning,global_ai_jobs_dataset
AI Engineer,deep learning | pytorch | python | machine learning,global_ai_jobs_dataset
MLOps Engineer,pytorch | data analysis | statistics | deep learning,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum | hyperledger | corda | smart contract implementation | cryptography basics | dapps fundamentals | git basics | truffle | remix ide | problem-solving | communication | collaboration | blockchain | solidity | smart contracts | cryptography | dapps,job_dataset
Machine Learning Engineer,python | pytorch | deep learning | computer vision,global_ai_jobs_dataset
NLP Engineer,deep learning | nlp | statistics | sql,global_ai_jobs_dataset
Data Scientist,pytorch | data analysis | deep learning | sql,global_ai_jobs_dataset
Data Analyst,tensorflow | pytorch | computer vision | sql,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | python | machine learning | deep learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | project management | innovation | mentorship | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Data Analyst,computer vision | sql | tensorflow | data analysis,global_ai_jobs_dataset
NLP Engineer,computer vision | deep learning | python | nlp,global_ai_jobs_dataset
Data Analyst,pytorch | deep learning | statistics | computer vision,global_ai_jobs_dataset
AI Engineer,data analysis | statistics | sql | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | sql | statistics | computer vision,global_ai_jobs_dataset
AI Researcher,statistics | machine learning | pytorch | tensorflow,global_ai_jobs_dataset
MLOps Engineer,data analysis | python | machine learning | nlp,global_ai_jobs_dataset
Machine Learning Engineer,python | data analysis | machine learning | sql,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | rest apis | docker | azure devops | testing with nunit | nunit,job_dataset
AI Researcher,statistics | machine learning | sql | tensorflow,global_ai_jobs_dataset
AI Product Manager,pytorch | nlp | sql | python,global_ai_jobs_dataset
NLP Engineer,computer vision | sql | machine learning | statistics,global_ai_jobs_dataset
Data Scientist,data analysis | machine learning | statistics | tensorflow,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | testing with xunit | moq | azure | xunit,job_dataset
Data Scientist,statistics | data analysis | python | pytorch,global_ai_jobs_dataset
MLOps Engineer,machine learning | pytorch | statistics | sql,global_ai_jobs_dataset
Machine Learning Engineer,sql | data analysis | pytorch | python,global_ai_jobs_dataset
Prompt Engineer,python | tensorflow | pytorch | statistics,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | pytorch | nlp | statistics,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mongodb basics | rest apis | responsive design | react | node.js | mongodb,job_dataset
NLP Engineer,sql | machine learning | deep learning | python,global_ai_jobs_dataset
Data Scientist,data analysis | python | statistics | computer vision,global_ai_jobs_dataset
AI Product Manager,sql | python | nlp | pytorch,global_ai_jobs_dataset
Prompt Engineer,data analysis | nlp | machine learning | deep learning,global_ai_jobs_dataset
AI Product Manager,computer vision | deep learning | statistics | nlp,global_ai_jobs_dataset
AI Product Manager,tensorflow | nlp | python | data analysis,global_ai_jobs_dataset
AI Product Manager,computer vision | nlp | deep learning | statistics,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | pytorch | python | nlp,global_ai_jobs_dataset
Data Scientist,deep learning | tensorflow | statistics | sql,global_ai_jobs_dataset
Data Scientist,nlp | pytorch | python | data analysis,global_ai_jobs_dataset
Data Scientist,deep learning | machine learning | computer vision | statistics,global_ai_jobs_dataset
AI Product Manager,nlp | tensorflow | deep learning | python,global_ai_jobs_dataset
AI Product Manager,statistics | deep learning | data analysis | computer vision,global_ai_jobs_dataset
AI Engineer,computer vision | data analysis | deep learning | nlp,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet | chef) | monitoring & logging | networking | automation | distributed systems design | security and compliance | problem-solving | leadership | collaboration | communication | aws | terraform | cd | monitoring | distributed systems,job_dataset
MLOps Engineer,deep learning | python | machine learning | pytorch,global_ai_jobs_dataset
Data Scientist,data analysis | pytorch | machine learning | nlp,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,sql | tensorflow | python | data analysis,global_ai_jobs_dataset
AI Engineer,machine learning | computer vision | statistics | tensorflow,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems design | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring | distributed systems,job_dataset
MLOps Engineer,pytorch | machine learning | sql | nlp,global_ai_jobs_dataset
Java Developer,java apis | concurrency basics | jdbc | sql (mysql | postgresql) | servlets | jsp | html | css | javascript | java | sql | web development,job_dataset
Data Analyst,computer vision | data analysis | nlp | deep learning,global_ai_jobs_dataset
Prompt Engineer,deep learning | nlp | pytorch | sql,global_ai_jobs_dataset
