Candidate_ID,Career,Skills,Education,Experience_Level,Experience_Years,Certification,RIASEC_Realistic,RIASEC_Investigative,RIASEC_Artistic,RIASEC_Social,RIASEC_Enterprising,RIASEC_Conventional
C0263,DevOps Engineer,"Git, Linux Administration, Load Balancing, Security Automation, Container Orchestration, Prometheus and Grafana, Docker, CI/CD Pipelines, Kubernetes",M.Tech Software Engineering,Junior (1-3 yrs),1.9,Certified Kubernetes Administrator (CKA),1.75,4.19,1.77,2.56,3.33,3.13
C0264,DevOps Engineer,"Kubernetes, Python, Jenkins, CI/CD Pipelines, Git, Linux Administration, Configuration Management, Infrastructure as Code, Docker",M.Tech Software Engineering,Junior (1-3 yrs),2.4,None,1.74,3.98,1.52,2.46,4.01,3.69
C0265,DevOps Engineer,"CI/CD Pipelines, Load Balancing, Shell Scripting, Docker, Git, Linux Administration, Container Orchestration, Python",M.Tech Software Engineering,Junior (1-3 yrs),2.7,Certified Kubernetes Administrator (CKA),2.21,3.97,2.09,2.06,2.72,4.6
C0266,DevOps Engineer,"ELK Stack (Log Management), Jenkins, CI/CD Pipelines, Kubernetes, Ansible, Version Control Workflows, Docker, Linux Administration, Git, AWS/Azure, Shell Scripting, Configuration Management",MCA,Senior (6-10 yrs),8.2,None,2.11,4.4,1.79,2.38,2.84,3.36
C0267,DevOps Engineer,"GitHub Actions, Docker, Shell Scripting, Python, Git, Ansible, CI/CD Pipelines, Linux Administration",M.Tech Software Engineering,Senior (6-10 yrs),9.5,None,2.73,3.58,1.15,2.56,3.51,3.83
C0268,DevOps Engineer,"Docker, Linux Administration, Security Automation, Load Balancing, Python, Git, Configuration Management, Container Orchestration, Prometheus and Grafana, Ansible, Kubernetes, CI/CD Pipelines",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.6,Docker Certified Associate,1.22,3.48,1.88,1.56,3.01,4.38
C0269,DevOps Engineer,"Docker, Prometheus and Grafana, CI/CD Pipelines, GitHub Actions, Infrastructure as Code, Linux Administration, Jenkins, Terraform, Ansible, Git",B.Tech Information Technology,Junior (1-3 yrs),2.0,Docker Certified Associate,2.14,3.21,1.23,1.18,3.56,3.28
C0270,DevOps Engineer,"Kubernetes, Docker, Python, Security Automation, Version Control Workflows, Linux Administration, CI/CD Pipelines, Git",B.Tech Information Technology,Senior (6-10 yrs),9.6,None,2.16,4.0,1.59,1.9,3.63,4.25
C0271,DevOps Engineer,"Container Orchestration, Git, Ansible, GitHub Actions, Linux Administration, Kubernetes, CI/CD Pipelines, Docker, Terraform",B.E./B.Tech Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.8,Certified Kubernetes Administrator (CKA),1.14,3.87,1.93,2.19,3.38,3.81
C0272,DevOps Engineer,"Ansible, Shell Scripting, Linux Administration, Git, Docker, Terraform, CI/CD Pipelines, GitHub Actions",MCA,Junior (1-3 yrs),2.7,Docker Certified Associate,1.85,3.7,1.89,1.48,2.58,3.69
C0273,DevOps Engineer,"ELK Stack (Log Management), CI/CD Pipelines, Kubernetes, Docker, Prometheus and Grafana, Container Orchestration, Git, Infrastructure as Code, Jenkins, Linux Administration",B.Tech Information Technology,Mid-level (3-6 yrs),5.9,None,2.06,3.98,2.48,2.85,3.34,3.94
C0274,DevOps Engineer,"Version Control Workflows, ELK Stack (Log Management), Docker, Prometheus and Grafana, Linux Administration, Git, Load Balancing, CI/CD Pipelines, AWS/Azure",M.Tech Software Engineering,Mid-level (3-6 yrs),5.1,None,2.06,4.1,2.02,2.06,3.73,3.14
C0275,DevOps Engineer,"Ansible, Kubernetes, Git, Load Balancing, Linux Administration, ELK Stack (Log Management), CI/CD Pipelines, Docker, Python, Configuration Management, Jenkins",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.4,Docker Certified Associate,1.72,4.16,1.8,2.09,3.54,3.25
C0276,DevOps Engineer,"Shell Scripting, CI/CD Pipelines, Configuration Management, Docker, Git, Infrastructure as Code, Linux Administration, Container Orchestration, Security Automation, ELK Stack (Log Management)",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),4.5,Docker Certified Associate,1.85,3.54,1.71,2.18,3.75,4.05
C0277,DevOps Engineer,"Git, GitHub Actions, Prometheus and Grafana, Linux Administration, Ansible, CI/CD Pipelines, Configuration Management, Docker, ELK Stack (Log Management)",MCA,Senior (6-10 yrs),8.0,None,1.3,3.51,1.53,2.08,3.31,2.58
C0278,DevOps Engineer,"ELK Stack (Log Management), Prometheus and Grafana, Git, Docker, Python, CI/CD Pipelines, Linux Administration, Shell Scripting",B.Tech Information Technology,Senior (6-10 yrs),7.7,None,1.9,3.25,2.06,2.48,2.87,3.29
C0279,DevOps Engineer,"Shell Scripting, Docker, Linux Administration, AWS/Azure, Security Automation, CI/CD Pipelines, Git, Version Control Workflows, Python, Infrastructure as Code, Jenkins, Ansible",MCA,Entry-level (0-1 yrs / Fresher),0.8,None,1.69,3.99,2.01,2.08,3.48,3.9
C0280,DevOps Engineer,"Linux Administration, Version Control Workflows, Security Automation, Kubernetes, CI/CD Pipelines, Load Balancing, Git, Docker, GitHub Actions",M.Tech Software Engineering,Senior (6-10 yrs),7.1,None,1.01,3.09,1.31,2.38,2.55,3.48
C0281,Firmware Engineer,"Embedded C, Device Drivers, I2C/SPI/UART Peripheral Interfacing, Microcontroller Architecture, Assembly Language, Real-Time Debugging, Board Support Package (BSP) Development, Power Management",M.Tech Embedded Systems,Senior (6-10 yrs),6.8,ARM Accredited Engineer,4.07,3.68,1.67,1.82,2.61,3.49
C0282,Firmware Engineer,"Assembly Language, RTOS, Microcontroller Architecture, Device Drivers, Embedded Security, Cross-compilation Toolchains, Embedded C, Hardware Datasheet Interpretation, Board Support Package (BSP) Development",M.Tech Embedded Systems,Entry-level (0-1 yrs / Fresher),0.7,Embedded Systems Certification,3.46,4.09,1.52,1.4,1.94,3.66
C0283,Firmware Engineer,"Board Support Package (BSP) Development, Assembly Language, Embedded Security, Microcontroller Architecture, Embedded C, Real-Time Debugging, Bootloader Development, Static Code Analysis, Git, Memory Management, Device Drivers, JTAG/SWD Debugging",B.E. Electrical and Electronics Engineering,Junior (1-3 yrs),1.3,Embedded Systems Certification,4.03,3.76,2.26,1.02,1.68,2.92
C0284,Firmware Engineer,"Cross-compilation Toolchains, Assembly Language, Embedded Security, Memory Management, Embedded C, I2C/SPI/UART Peripheral Interfacing, JTAG/SWD Debugging, Microcontroller Architecture, Device Drivers, Real-Time Debugging",B.E. Computer Science Engineering,Senior (6-10 yrs),7.7,ARM Accredited Engineer,3.89,4.4,2.39,1.83,2.11,4.0
C0285,Firmware Engineer,"Device Drivers, Git, Cross-compilation Toolchains, Embedded C, Bootloader Development, Board Support Package (BSP) Development, Assembly Language, Microcontroller Architecture",B.E./B.Tech Electronics and Communication Engineering,Senior (6-10 yrs),9.8,None,3.85,4.62,1.5,1.7,1.93,3.05
C0286,Firmware Engineer,"Git, Assembly Language, I2C/SPI/UART Peripheral Interfacing, Memory Management, Hardware Datasheet Interpretation, Embedded C, Microcontroller Architecture, JTAG/SWD Debugging, Power Management, Device Drivers, RTOS, Board Support Package (BSP) Development",B.E. Computer Science Engineering,Mid-level (3-6 yrs),5.6,ARM Accredited Engineer,3.41,4.12,2.03,1.59,1.66,3.78
C0287,Firmware Engineer,"Git, Embedded Security, Device Drivers, Assembly Language, Microcontroller Architecture, Power Management, JTAG/SWD Debugging, Board Support Package (BSP) Development, Memory Management, Embedded C",M.Tech Embedded Systems,Mid-level (3-6 yrs),5.7,ARM Accredited Engineer,3.51,4.04,1.65,1.72,3.09,3.28
C0288,Firmware Engineer,"Device Drivers, Memory Management, Microcontroller Architecture, Board Support Package (BSP) Development, Assembly Language, Embedded C, JTAG/SWD Debugging, I2C/SPI/UART Peripheral Interfacing, RTOS, Cross-compilation Toolchains",B.E. Computer Science Engineering,Mid-level (3-6 yrs),5.2,ARM Accredited Engineer,4.08,3.55,1.33,1.69,1.61,3.06
C0289,Firmware Engineer,"Embedded Security, JTAG/SWD Debugging, Device Drivers, Git, Cross-compilation Toolchains, Board Support Package (BSP) Development, Microcontroller Architecture, Bootloader Development, Embedded C, Assembly Language",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),1.5,None,4.15,3.6,1.79,1.36,1.55,3.59
C0290,Firmware Engineer,"JTAG/SWD Debugging, Assembly Language, Embedded C, Memory Management, Power Management, Device Drivers, I2C/SPI/UART Peripheral Interfacing, Real-Time Debugging, Hardware Datasheet Interpretation, Microcontroller Architecture",B.E. Electrical and Electronics Engineering,Entry-level (0-1 yrs / Fresher),1.0,None,3.74,4.88,2.23,1.87,2.02,3.37
C0291,Firmware Engineer,"Embedded C, Assembly Language, Device Drivers, JTAG/SWD Debugging, RTOS, Hardware Datasheet Interpretation, Static Code Analysis, Microcontroller Architecture, Firmware OTA Updates, Bootloader Development",B.E. Computer Science Engineering,Senior (6-10 yrs),6.5,None,2.74,3.33,1.58,2.29,1.84,3.7
C0292,Firmware Engineer,"Embedded Security, Microcontroller Architecture, Memory Management, Embedded C, Hardware Datasheet Interpretation, Bootloader Development, Assembly Language, Device Drivers, I2C/SPI/UART Peripheral Interfacing",B.E. Electrical and Electronics Engineering,Mid-level (3-6 yrs),5.9,None,3.56,3.52,1.53,1.07,2.19,3.68
C0293,Firmware Engineer,"Assembly Language, Microcontroller Architecture, Device Drivers, Embedded C, I2C/SPI/UART Peripheral Interfacing, Git, Bootloader Development, Power Management",B.E. Computer Science Engineering,Mid-level (3-6 yrs),5.9,Embedded Systems Certification,4.37,4.72,1.94,1.76,2.42,3.91
C0294,Firmware Engineer,"JTAG/SWD Debugging, RTOS, Static Code Analysis, Device Drivers, Power Management, Embedded C, Firmware OTA Updates, Microcontroller Architecture, Git, Assembly Language",B.E. Computer Science Engineering,Mid-level (3-6 yrs),5.7,Embedded Systems Certification,3.29,3.66,1.67,2.05,2.47,3.28
C0295,Firmware Engineer,"Static Code Analysis, JTAG/SWD Debugging, Embedded Security, Microcontroller Architecture, Real-Time Debugging, Git, Bootloader Development, I2C/SPI/UART Peripheral Interfacing, Device Drivers, Embedded C, Assembly Language",B.E. Computer Science Engineering,Entry-level (0-1 yrs / Fresher),1.0,None,4.16,4.2,1.58,1.25,1.43,3.53
C0296,Firmware Engineer,"Device Drivers, Embedded C, Cross-compilation Toolchains, Microcontroller Architecture, I2C/SPI/UART Peripheral Interfacing, RTOS, Power Management, Memory Management, Assembly Language",B.E. Electrical and Electronics Engineering,Senior (6-10 yrs),9.7,None,3.87,3.5,1.77,1.64,1.95,2.95
C0297,Firmware Engineer,"Device Drivers, Microcontroller Architecture, RTOS, Assembly Language, Embedded C, Hardware Datasheet Interpretation, JTAG/SWD Debugging, Power Management, Bootloader Development, Board Support Package (BSP) Development, Cross-compilation Toolchains",M.Tech Embedded Systems,Junior (1-3 yrs),1.4,ARM Accredited Engineer,3.9,3.79,1.9,1.07,1.68,3.34
C0298,Firmware Engineer,"Memory Management, Assembly Language, Device Drivers, Firmware OTA Updates, Microcontroller Architecture, I2C/SPI/UART Peripheral Interfacing, Embedded C, JTAG/SWD Debugging",M.Tech Embedded Systems,Junior (1-3 yrs),1.2,None,4.01,3.48,2.46,1.29,1.9,3.27
C0299,Firmware Engineer,"Embedded C, Microcontroller Architecture, Cross-compilation Toolchains, Assembly Language, Power Management, Static Code Analysis, Device Drivers, I2C/SPI/UART Peripheral Interfacing",B.E./B.Tech Electronics and Communication Engineering,Senior (6-10 yrs),9.2,None,3.41,4.27,2.05,1.79,1.92,3.56
C0300,Firmware Engineer,"Assembly Language, Board Support Package (BSP) Development, Embedded Security, Static Code Analysis, Embedded C, Real-Time Debugging, Device Drivers, Git, Microcontroller Architecture",B.E. Electrical and Electronics Engineering,Mid-level (3-6 yrs),5.5,None,3.76,4.22,1.81,1.76,2.53,3.76
C0301,Firmware Engineer,"Microcontroller Architecture, Device Drivers, Real-Time Debugging, Embedded C, Hardware Datasheet Interpretation, Board Support Package (BSP) Development, Assembly Language, Git",B.E./B.Tech Electronics and Communication Engineering,Senior (6-10 yrs),6.7,None,3.87,4.0,1.16,2.01,1.95,4.09
C0302,Firmware Engineer,"Assembly Language, Memory Management, Power Management, Embedded Security, Embedded C, JTAG/SWD Debugging, Device Drivers, Cross-compilation Toolchains, Hardware Datasheet Interpretation, I2C/SPI/UART Peripheral Interfacing, Microcontroller Architecture",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),2.3,None,3.51,3.35,2.23,1.58,1.65,3.55
C0303,Firmware Engineer,"Git, Power Management, Memory Management, Real-Time Debugging, Embedded Security, Firmware OTA Updates, Board Support Package (BSP) Development, RTOS, Microcontroller Architecture, Device Drivers, Embedded C, Assembly Language",B.E. Electrical and Electronics Engineering,Senior (6-10 yrs),9.4,None,4.39,4.45,1.95,2.04,2.84,4.08
C0304,Firmware Engineer,"Static Code Analysis, Hardware Datasheet Interpretation, Microcontroller Architecture, Device Drivers, Cross-compilation Toolchains, Embedded Security, Assembly Language, Embedded C, Bootloader Development, I2C/SPI/UART Peripheral Interfacing, Git",M.Tech Embedded Systems,Entry-level (0-1 yrs / Fresher),0.5,None,3.16,4.05,2.5,1.36,2.4,3.29
C0305,Firmware Engineer,"Firmware OTA Updates, Hardware Datasheet Interpretation, Microcontroller Architecture, Device Drivers, Assembly Language, Embedded C, Static Code Analysis, Bootloader Development",B.E. Computer Science Engineering,Mid-level (3-6 yrs),4.3,None,4.13,4.14,1.83,2.04,2.23,3.78
C0306,Firmware Engineer,"Assembly Language, Embedded C, Git, Hardware Datasheet Interpretation, Microcontroller Architecture, Device Drivers, JTAG/SWD Debugging, Board Support Package (BSP) Development, Memory Management, Real-Time Debugging",B.E. Computer Science Engineering,Junior (1-3 yrs),1.3,None,3.65,3.99,1.0,2.34,2.11,3.76
C0307,Firmware Engineer,"Device Drivers, Embedded Security, Memory Management, Power Management, Embedded C, Bootloader Development, Microcontroller Architecture, Assembly Language",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),1.2,None,2.53,4.21,1.85,1.03,2.26,2.99
C0308,Firmware Engineer,"Microcontroller Architecture, Board Support Package (BSP) Development, Assembly Language, Cross-compilation Toolchains, RTOS, Device Drivers, Static Code Analysis, Hardware Datasheet Interpretation, Embedded C",B.E./B.Tech Electronics and Communication Engineering,Entry-level (0-1 yrs / Fresher),0.2,ARM Accredited Engineer,4.41,3.46,1.88,1.98,1.76,3.67
C0309,Firmware Engineer,"Real-Time Debugging, Board Support Package (BSP) Development, Power Management, JTAG/SWD Debugging, Device Drivers, Microcontroller Architecture, Embedded C, Assembly Language",B.E. Computer Science Engineering,Mid-level (3-6 yrs),3.9,None,4.13,4.3,1.71,1.32,2.08,3.3
C0310,Firmware Engineer,"Assembly Language, I2C/SPI/UART Peripheral Interfacing, Device Drivers, Hardware Datasheet Interpretation, Firmware OTA Updates, Board Support Package (BSP) Development, Microcontroller Architecture, JTAG/SWD Debugging, Embedded C, Embedded Security, Static Code Analysis, Cross-compilation Toolchains",M.Tech Embedded Systems,Senior (6-10 yrs),9.9,None,3.43,4.26,2.58,1.91,2.5,3.92
C0311,Firmware Engineer,"JTAG/SWD Debugging, Power Management, Cross-compilation Toolchains, Real-Time Debugging, Microcontroller Architecture, Firmware OTA Updates, Device Drivers, Embedded Security, Assembly Language, Static Code Analysis, Memory Management, Embedded C",B.E. Computer Science Engineering,Junior (1-3 yrs),2.8,ARM Accredited Engineer,4.15,4.18,1.6,1.05,3.07,4.38
C0312,Firmware Engineer,"Device Drivers, Microcontroller Architecture, Static Code Analysis, Memory Management, Real-Time Debugging, I2C/SPI/UART Peripheral Interfacing, Board Support Package (BSP) Development, Embedded C, Assembly Language, RTOS",B.E. Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.7,Embedded Systems Certification,3.77,4.58,2.18,2.17,2.61,3.34
C0313,Firmware Engineer,"I2C/SPI/UART Peripheral Interfacing, Device Drivers, Power Management, Embedded C, Microcontroller Architecture, Bootloader Development, Hardware Datasheet Interpretation, Git, Assembly Language, Static Code Analysis, JTAG/SWD Debugging, Board Support Package (BSP) Development",M.Tech Embedded Systems,Senior (6-10 yrs),6.4,None,3.88,3.95,2.47,2.02,1.77,3.56
C0314,Firmware Engineer,"Embedded C, Microcontroller Architecture, Assembly Language, Embedded Security, Cross-compilation Toolchains, Device Drivers, Static Code Analysis, Hardware Datasheet Interpretation, Real-Time Debugging, Firmware OTA Updates",B.E. Electrical and Electronics Engineering,Junior (1-3 yrs),2.0,None,3.75,3.9,1.48,1.0,2.4,3.69
C0315,Firmware Engineer,"Device Drivers, Assembly Language, Power Management, JTAG/SWD Debugging, RTOS, Static Code Analysis, Embedded C, Bootloader Development, Board Support Package (BSP) Development, Firmware OTA Updates, Microcontroller Architecture",M.Tech Embedded Systems,Mid-level (3-6 yrs),3.9,ARM Accredited Engineer,3.86,3.89,1.59,1.63,2.86,2.98
C0316,Firmware Engineer,"Bootloader Development, Microcontroller Architecture, Assembly Language, JTAG/SWD Debugging, Device Drivers, Git, Embedded C, Board Support Package (BSP) Development, RTOS",B.E. Computer Science Engineering,Mid-level (3-6 yrs),5.3,None,4.18,3.45,1.85,1.86,1.76,2.99
C0317,Firmware Engineer,"Microcontroller Architecture, JTAG/SWD Debugging, Firmware OTA Updates, RTOS, Assembly Language, Static Code Analysis, Hardware Datasheet Interpretation, Embedded C, Board Support Package (BSP) Development, Power Management, Device Drivers",M.Tech Embedded Systems,Entry-level (0-1 yrs / Fresher),0.6,ARM Accredited Engineer,4.0,4.62,1.58,1.64,1.97,3.39
C0318,Firmware Engineer,"Cross-compilation Toolchains, RTOS, Microcontroller Architecture, Assembly Language, Bootloader Development, Embedded Security, Embedded C, Real-Time Debugging, JTAG/SWD Debugging, Device Drivers, Static Code Analysis",B.E. Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.3,None,3.12,4.5,1.57,1.98,2.34,3.62
C0319,Firmware Engineer,"Embedded Security, Cross-compilation Toolchains, RTOS, Embedded C, Microcontroller Architecture, JTAG/SWD Debugging, Device Drivers, Memory Management, Assembly Language",B.E. Electrical and Electronics Engineering,Entry-level (0-1 yrs / Fresher),0.7,Embedded Systems Certification,3.53,4.32,1.4,1.88,1.67,4.03
C0320,Firmware Engineer,"Assembly Language, Microcontroller Architecture, Embedded C, Embedded Security, I2C/SPI/UART Peripheral Interfacing, Bootloader Development, Hardware Datasheet Interpretation, Device Drivers",B.E./B.Tech Electronics and Communication Engineering,Mid-level (3-6 yrs),4.4,None,3.89,4.14,1.11,1.04,2.7,3.56
C0321,Signal Processing Engineer,"MATLAB, Signal Modulation Techniques, Statistical Signal Processing, Adaptive Filtering, Python (NumPy/SciPy), Simulink, Image Processing, FFT/Fourier Analysis, Filter Design, TI C6000 DSP Chips, Digital Signal Processing (DSP) Algorithms, Convolution and Correlation",B.E. Electronics Engineering,Entry-level (0-1 yrs / Fresher),0.0,None,3.14,4.37,1.86,1.4,2.84,3.53
C0322,Signal Processing Engineer,"FFT/Fourier Analysis, Filter Design, Python (NumPy/SciPy), Simulink, Image Processing, Digital Signal Processing (DSP) Algorithms, MATLAB, Sampling Theory, Audio/Speech Processing, Statistical Signal Processing",B.E. Electronics Engineering,Entry-level (0-1 yrs / Fresher),0.8,MATLAB Certified Associate,2.8,4.31,1.28,1.58,2.72,2.56
C0323,Signal Processing Engineer,"Statistical Signal Processing, Radar/Sonar Signal Processing, Audio/Speech Processing, Digital Signal Processing (DSP) Algorithms, MATLAB, FFT/Fourier Analysis, Kalman Filtering, Python (NumPy/SciPy), Filter Design, C/C++",B.E. Electronics Engineering,Entry-level (0-1 yrs / Fresher),0.9,None,1.87,4.94,1.8,1.0,1.32,3.03
C0324,Signal Processing Engineer,"Wavelet Transform, MATLAB, Radar/Sonar Signal Processing, Simulink, Convolution and Correlation, Filter Design, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms",B.E./B.Tech Electronics and Communication Engineering,Entry-level (0-1 yrs / Fresher),0.5,None,2.33,4.6,2.32,1.64,2.33,3.02
C0325,Signal Processing Engineer,"Sampling Theory, Spectral Analysis, Simulink, MATLAB, FFT/Fourier Analysis, Python (NumPy/SciPy), Digital Signal Processing (DSP) Algorithms, Filter Design",M.Tech Signal Processing,Entry-level (0-1 yrs / Fresher),0.2,None,2.85,4.71,1.76,1.6,2.23,3.81
C0326,Signal Processing Engineer,"Python (NumPy/SciPy), Digital Signal Processing (DSP) Algorithms, TI C6000 DSP Chips, FFT/Fourier Analysis, MATLAB, Signal Modulation Techniques, Adaptive Filtering, Simulink, Sampling Theory, Spectral Analysis, Filter Design, Kalman Filtering",B.E./B.Tech Electronics and Communication Engineering,Senior (6-10 yrs),8.6,Coursera DSP Specialization,2.81,4.22,2.23,1.26,2.35,3.53
C0327,Signal Processing Engineer,"Audio/Speech Processing, C/C++, Python (NumPy/SciPy), FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms, Filter Design, MATLAB, Convolution and Correlation, Wavelet Transform, Statistical Signal Processing, Kalman Filtering",M.Tech Signal Processing,Senior (6-10 yrs),9.8,None,2.72,4.84,2.52,1.82,2.42,3.27
C0328,Signal Processing Engineer,"FFT/Fourier Analysis, Kalman Filtering, Audio/Speech Processing, Simulink, Filter Design, MATLAB, Digital Signal Processing (DSP) Algorithms, Sampling Theory",M.S. Electrical Engineering,Junior (1-3 yrs),2.9,None,2.65,3.94,1.85,1.52,2.1,3.24
C0329,Signal Processing Engineer,"Digital Signal Processing (DSP) Algorithms, FFT/Fourier Analysis, C/C++, Signal Modulation Techniques, Filter Design, Spectral Analysis, Wavelet Transform, TI C6000 DSP Chips, MATLAB, Adaptive Filtering",B.E./B.Tech Electronics and Communication Engineering,Mid-level (3-6 yrs),5.5,None,3.15,4.88,2.06,2.14,1.97,3.15
C0330,Signal Processing Engineer,"C/C++, FFT/Fourier Analysis, Filter Design, Image Processing, Adaptive Filtering, Digital Signal Processing (DSP) Algorithms, Radar/Sonar Signal Processing, Kalman Filtering, Sampling Theory, MATLAB, Audio/Speech Processing",M.Tech Signal Processing,Junior (1-3 yrs),2.3,MATLAB Certified Associate,2.32,4.86,1.81,1.42,2.08,3.29
C0331,Signal Processing Engineer,"MATLAB, FFT/Fourier Analysis, Filter Design, Simulink, Digital Signal Processing (DSP) Algorithms, Image Processing, Convolution and Correlation, Python (NumPy/SciPy), Sampling Theory",M.S. Electrical Engineering,Mid-level (3-6 yrs),4.1,Coursera DSP Specialization,2.02,4.44,2.18,1.83,2.22,2.74
C0332,Signal Processing Engineer,"Audio/Speech Processing, Kalman Filtering, Image Processing, Digital Signal Processing (DSP) Algorithms, FFT/Fourier Analysis, MATLAB, Statistical Signal Processing, Filter Design",B.E. Electronics Engineering,Mid-level (3-6 yrs),5.6,MATLAB Certified Associate,2.29,4.22,2.23,1.98,2.03,3.09
C0333,Signal Processing Engineer,"TI C6000 DSP Chips, Simulink, MATLAB, Wavelet Transform, FFT/Fourier Analysis, C/C++, Digital Signal Processing (DSP) Algorithms, Filter Design, Statistical Signal Processing",M.Tech Signal Processing,Entry-level (0-1 yrs / Fresher),0.4,Coursera DSP Specialization,2.28,4.9,2.27,1.94,1.4,2.55
C0334,Signal Processing Engineer,"Signal Modulation Techniques, Statistical Signal Processing, MATLAB, TI C6000 DSP Chips, Digital Signal Processing (DSP) Algorithms, Python (NumPy/SciPy), Kalman Filtering, FFT/Fourier Analysis, Wavelet Transform, Filter Design",M.Tech Signal Processing,Mid-level (3-6 yrs),5.7,Coursera DSP Specialization,2.71,4.31,1.53,1.0,1.86,3.43
C0335,Signal Processing Engineer,"MATLAB, Filter Design, FFT/Fourier Analysis, Statistical Signal Processing, Audio/Speech Processing, Convolution and Correlation, Spectral Analysis, Simulink, Digital Signal Processing (DSP) Algorithms, Kalman Filtering, Signal Modulation Techniques",M.S. Electrical Engineering,Mid-level (3-6 yrs),4.8,None,3.2,4.18,1.33,1.19,1.94,3.42
C0336,Signal Processing Engineer,"Kalman Filtering, Wavelet Transform, FFT/Fourier Analysis, Filter Design, MATLAB, Simulink, Digital Signal Processing (DSP) Algorithms, Python (NumPy/SciPy), Signal Modulation Techniques",M.Tech Signal Processing,Senior (6-10 yrs),9.0,MATLAB Certified Associate,2.15,4.5,1.83,1.95,1.78,2.6
C0337,Signal Processing Engineer,"MATLAB, FFT/Fourier Analysis, Radar/Sonar Signal Processing, Python (NumPy/SciPy), Simulink, Digital Signal Processing (DSP) Algorithms, Sampling Theory, Image Processing, Kalman Filtering, Wavelet Transform, Filter Design",B.E. Electronics Engineering,Junior (1-3 yrs),2.9,MATLAB Certified Associate,2.6,4.67,2.0,1.27,1.71,3.17
C0338,Signal Processing Engineer,"MATLAB, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms, Radar/Sonar Signal Processing, Convolution and Correlation, Audio/Speech Processing, Filter Design, Sampling Theory",M.S. Electrical Engineering,Mid-level (3-6 yrs),4.1,None,2.31,4.61,2.77,2.0,1.87,3.65
C0339,Signal Processing Engineer,"Sampling Theory, Spectral Analysis, Kalman Filtering, Simulink, FFT/Fourier Analysis, Python (NumPy/SciPy), Digital Signal Processing (DSP) Algorithms, Convolution and Correlation, Filter Design, Statistical Signal Processing, MATLAB, Adaptive Filtering",M.Tech Signal Processing,Junior (1-3 yrs),3.0,MATLAB Certified Associate,2.94,4.52,2.31,1.0,1.66,3.43
C0340,Signal Processing Engineer,"MATLAB, Digital Signal Processing (DSP) Algorithms, FFT/Fourier Analysis, Spectral Analysis, Simulink, Wavelet Transform, Kalman Filtering, Convolution and Correlation, Radar/Sonar Signal Processing, Signal Modulation Techniques, Image Processing, Filter Design",M.S. Electrical Engineering,Entry-level (0-1 yrs / Fresher),0.3,None,1.74,4.91,1.63,1.81,2.06,3.12
C0341,Signal Processing Engineer,"MATLAB, Wavelet Transform, Signal Modulation Techniques, Sampling Theory, Filter Design, Digital Signal Processing (DSP) Algorithms, FFT/Fourier Analysis, Spectral Analysis, Python (NumPy/SciPy)",M.S. Electrical Engineering,Mid-level (3-6 yrs),4.8,Coursera DSP Specialization,2.8,4.39,2.34,1.49,1.63,2.8
C0342,Signal Processing Engineer,"TI C6000 DSP Chips, Image Processing, Sampling Theory, C/C++, MATLAB, FFT/Fourier Analysis, Statistical Signal Processing, Adaptive Filtering, Spectral Analysis, Digital Signal Processing (DSP) Algorithms, Kalman Filtering, Filter Design",B.E./B.Tech Electronics and Communication Engineering,Senior (6-10 yrs),6.1,None,3.53,4.93,1.94,1.88,1.92,3.07
C0343,Signal Processing Engineer,"Audio/Speech Processing, FFT/Fourier Analysis, MATLAB, Digital Signal Processing (DSP) Algorithms, Signal Modulation Techniques, Filter Design, Wavelet Transform, Convolution and Correlation",B.E. Electronics Engineering,Senior (6-10 yrs),9.0,None,3.37,4.28,2.19,1.8,1.43,3.46
C0344,Signal Processing Engineer,"FFT/Fourier Analysis, Kalman Filtering, Sampling Theory, Spectral Analysis, Statistical Signal Processing, Digital Signal Processing (DSP) Algorithms, MATLAB, Filter Design, Signal Modulation Techniques, Python (NumPy/SciPy), Convolution and Correlation",M.S. Electrical Engineering,Senior (6-10 yrs),7.8,Coursera DSP Specialization,2.57,4.17,2.32,1.3,1.81,2.6
C0345,Signal Processing Engineer,"Statistical Signal Processing, TI C6000 DSP Chips, Image Processing, MATLAB, Digital Signal Processing (DSP) Algorithms, Sampling Theory, Filter Design, Signal Modulation Techniques, Kalman Filtering, FFT/Fourier Analysis",M.Tech Signal Processing,Junior (1-3 yrs),1.5,MATLAB Certified Associate,2.53,4.37,1.87,1.0,2.35,2.98
