O*NET-SOC Code,Career,Essential_Skills,Software_Skills,Job_Description,Education_Level,Experience_Level,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Combined_Text
43-3061.00,Procurement Clerks,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Writing, Monitoring, Active Learning, Mathematics, Learning Strategies, Science","Autotask, Electronic data interchange EDI software, IBM Maximo Asset Management, Intuit QuickBooks, Inventory tracking software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, Oracle Database, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Radiant Systems CounterPoint, SAP Business Objects, SAP software, Web browser software",Compile information and records to draw up purchase orders for procurement of materials and services.,8.333333333333334,9.090909090909092,3.17,1.71,1.0,1.63,4.13,7.0,"Career: Procurement Clerks Skills: Reading Comprehension, Speaking, Active Listening, Critical Thinking, Writing, Monitoring, Active Learning, Mathematics, Learning Strategies, Science Software: Autotask, Electronic data interchange EDI software, IBM Maximo Asset Management, Intuit QuickBooks, Inventory tracking software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, Oracle Database, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Radiant Systems CounterPoint, SAP Business Objects, SAP software, Web browser software Description: Compile information and records to draw up purchase orders for procurement of materials and services."
43-3071.00,Tellers,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Writing, Mathematics, Active Learning, Learning Strategies, Science","Email software, Hyland Software OnBase, IBM Notes, Information Technology Incorporated Premier Teller, Jack Henry & Associates Vertex, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Sage 50 Accounting, Southern Data Systems TellerPro, Total Turnkey Solutions E-Vision",Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.,8.333333333333334,9.090909090909092,2.27,1.42,1.0,2.44,4.19,6.88,"Career: Tellers Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Writing, Mathematics, Active Learning, Learning Strategies, Science Software: Email software, Hyland Software OnBase, IBM Notes, Information Technology Incorporated Premier Teller, Jack Henry & Associates Vertex, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Sage 50 Accounting, Southern Data Systems TellerPro, Total Turnkey Solutions E-Vision Description: Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions."
43-4011.00,Brokerage Clerks,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Monitoring, Mathematics, Active Learning, Learning Strategies, Science","Account management software, Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Bloomberg Professional, HEAT Software GoldMine, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Visual FoxPro, Microsoft Word, Online trading software, Oracle PeopleSoft","Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings.",8.333333333333334,9.090909090909092,2.1,1.27,1.0,2.32,4.51,6.96,"Career: Brokerage Clerks Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Monitoring, Mathematics, Active Learning, Learning Strategies, Science Software: Account management software, Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Bloomberg Professional, HEAT Software GoldMine, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Visual FoxPro, Microsoft Word, Online trading software, Oracle PeopleSoft Description: Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings."
43-4021.00,Correspondence Clerks,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Monitoring, Mathematics, Active Learning, Learning Strategies, Science","Electronic data interchange EDI software, Electronic health record EHR software, Epic Systems, GE Healthcare Centricity EMR, Healthcare common procedure coding system HCPCS, Imaging software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, SAP software","Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence.",8.333333333333334,9.09,1.32,2.52,1.57,2.7,3.43,6.86,"Career: Correspondence Clerks Skills: Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Monitoring, Mathematics, Active Learning, Learning Strategies, Science Software: Electronic data interchange EDI software, Electronic health record EHR software, Epic Systems, GE Healthcare Centricity EMR, Healthcare common procedure coding system HCPCS, Imaging software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, SAP software Description: Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence."
43-4031.00,"Court, Municipal, and License Clerks","Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science","Abilis CORIS Offender Management System, Adobe Acrobat, Corel WordPerfect Office Suite, Data Technologies Summit, Email software, IBM Judicial Enforcement Management System JEMS, IBM Notes, LexisNexis, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Spreadsheet applications, Syscon Court Clerk, Thomson Reuters Westlaw, Work scheduling software, Zoom","Perform clerical duties for courts of law, municipalities, or governmental licensing agencies and bureaus. May prepare docket of cases to be called; secure information for judges and court; prepare draft agendas or bylaws for town or city council; answer official correspondence; keep fiscal records and accounts; issue licenses or permits; and record data, administer tests, or collect fees.",8.333333333333334,9.090909090909092,1.97,1.91,1.11,3.52,4.24,6.16,"Career: Court, Municipal, and License Clerks Skills: Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science Software: Abilis CORIS Offender Management System, Adobe Acrobat, Corel WordPerfect Office Suite, Data Technologies Summit, Email software, IBM Judicial Enforcement Management System JEMS, IBM Notes, LexisNexis, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Spreadsheet applications, Syscon Court Clerk, Thomson Reuters Westlaw, Work scheduling software, Zoom Description: Perform clerical duties for courts of law, municipalities, or governmental licensing agencies and bureaus. May prepare docket of cases to be called; secure information for judges and court; prepare draft agendas or bylaws for town or city council; answer official correspondence; keep fiscal records and accounts; issue licenses or permits; and record data, administer tests, or collect fees."
43-4051.00,Customer Service Representatives,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Learning Strategies, Mathematics, Science","Active Data Online WebChat, Adobe Acrobat, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, ADP Workforce Now, Airtable, Apple Keynote, Apple macOS, Applied Systems Vision, AS/400 Database, Astute Solutions PowerCenter, Austin Logistics CallSelect, Austin Logistics CallTech, Austin Logistics Valeo, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Citrix cloud computing software, Customer account management software, Customer complaint ticketing management software","Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.",8.334166666666667,9.09,1.97,1.63,1.0,3.77,5.08,6.32,"Career: Customer Service Representatives Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Learning Strategies, Mathematics, Science Software: Active Data Online WebChat, Adobe Acrobat, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, ADP Workforce Now, Airtable, Apple Keynote, Apple macOS, Applied Systems Vision, AS/400 Database, Astute Solutions PowerCenter, Austin Logistics CallSelect, Austin Logistics CallTech, Austin Logistics Valeo, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Citrix cloud computing software, Customer account management software, Customer complaint ticketing management software Description: Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support."
43-4061.00,"Eligibility Interviewers, Government Programs","Speaking, Active Listening, Reading Comprehension, Writing, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Mathematics, Science","Adobe Acrobat Reader, Client assessment software, Corel WinZip, Email software, GE Healthcare Centricity EMR, Google Meet, Medicaid management information system MMIS, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Resource and patient management system RPMS patient registration software, Resource and patient management system RPMS scheduling software, Web browser software, Zoom","Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing.",8.3325,9.090909090909092,1.0,2.45,1.0,4.46,3.92,6.32,"Career: Eligibility Interviewers, Government Programs Skills: Speaking, Active Listening, Reading Comprehension, Writing, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Mathematics, Science Software: Adobe Acrobat Reader, Client assessment software, Corel WinZip, Email software, GE Healthcare Centricity EMR, Google Meet, Medicaid management information system MMIS, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Resource and patient management system RPMS patient registration software, Resource and patient management system RPMS scheduling software, Web browser software, Zoom Description: Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing."
43-4071.00,File Clerks,"Reading Comprehension, Active Listening, Speaking, Writing, Monitoring, Critical Thinking, Active Learning, Learning Strategies, Mathematics, Science","Adobe Acrobat, Electronic filing software, Electronic health record EHR software, Email software, Intuit QuickBooks, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, Optical scanning software","File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested.",8.333333333333334,9.091818181818182,2.41,1.28,1.01,2.05,1.76,7.0,"Career: File Clerks Skills: Reading Comprehension, Active Listening, Speaking, Writing, Monitoring, Critical Thinking, Active Learning, Learning Strategies, Mathematics, Science Software: Adobe Acrobat, Electronic filing software, Electronic health record EHR software, Email software, Intuit QuickBooks, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, Optical scanning software Description: File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested."
43-4081.00,"Hotel, Motel, and Resort Desk Clerks","Speaking, Active Listening, Reading Comprehension, Monitoring, Writing, Critical Thinking, Active Learning, Mathematics, Learning Strategies, Science","ASI FrontDesk, Blink, Delphi Technology, Facebook, Incident tracking software, InnQuest roomMaster, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, Property management system PMS software, Ramesys Hospitality, Resort Data Processing, Yardi software","Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",8.334166666666667,9.090909090909092,2.62,1.0,1.35,4.49,3.8,5.72,"Career: Hotel, Motel, and Resort Desk Clerks Skills: Speaking, Active Listening, Reading Comprehension, Monitoring, Writing, Critical Thinking, Active Learning, Mathematics, Learning Strategies, Science Software: ASI FrontDesk, Blink, Delphi Technology, Facebook, Incident tracking software, InnQuest roomMaster, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, Property management system PMS software, Ramesys Hospitality, Resort Data Processing, Yardi software Description: Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests."
43-4111.00,"Interviewers, Except Eligibility and Loan","Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science","Creative Research Systems The Survey System, Electronic health record EHR software, FileMaker Pro, FluidSurveys, Jenzabar EX, Medical condition coding software, Medical procedure coding software, MEDITECH software, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Teams, Microsoft Word, Nebu Dub InterViewer, Oracle PeopleSoft, Qualtrics Insight, RIVS automated interview software, SaaS SurveyMonkey","Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",8.334166666666667,9.090000000000002,1.0,1.92,1.38,4.12,3.66,6.01,"Career: Interviewers, Except Eligibility and Loan Skills: Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science Software: Creative Research Systems The Survey System, Electronic health record EHR software, FileMaker Pro, FluidSurveys, Jenzabar EX, Medical condition coding software, Medical procedure coding software, MEDITECH software, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Teams, Microsoft Word, Nebu Dub InterViewer, Oracle PeopleSoft, Qualtrics Insight, RIVS automated interview software, SaaS SurveyMonkey Description: Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms."
43-4121.00,"Library Assistants, Clerical","Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Monitoring, Learning Strategies, Active Learning, Mathematics, Science","Adobe Acrobat, Adobe Photoshop, Automated circulation systems, C++, Cataloging software, Database software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft Windows, Microsoft Word, Online Computer Library Center (OCLC) databases, Recordkeeping software, ResourceMate Plus, Video retrieval systems, Web browser software, WorldCat","Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",8.3325,9.090909090909092,2.91,2.0,1.29,3.77,2.18,6.89,"Career: Library Assistants, Clerical Skills: Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Monitoring, Learning Strategies, Active Learning, Mathematics, Science Software: Adobe Acrobat, Adobe Photoshop, Automated circulation systems, C++, Cataloging software, Database software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft Windows, Microsoft Word, Online Computer Library Center (OCLC) databases, Recordkeeping software, ResourceMate Plus, Video retrieval systems, Web browser software, WorldCat Description: Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials."
43-4131.00,Loan Interviewers and Clerks,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Active Learning, Mathematics, Monitoring, Learning Strategies, Science","Automated financial software, Automated underwriting software, Credit reporting software, Encompass software, Fannie Mae Desktop Underwriter, Lending software systems, Loan tracking software, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Rockport Integrated Excel Underwriting, Software AG Underwriting Solution, Web browser software","Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",8.334166666666667,9.08909090909091,1.0,2.18,1.0,3.4,4.61,6.92,"Career: Loan Interviewers and Clerks Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Active Learning, Mathematics, Monitoring, Learning Strategies, Science Software: Automated financial software, Automated underwriting software, Credit reporting software, Encompass software, Fannie Mae Desktop Underwriter, Lending software systems, Loan tracking software, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Rockport Integrated Excel Underwriting, Software AG Underwriting Solution, Web browser software Description: Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan."
43-4141.00,New Accounts Clerks,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Writing, Mathematics, Active Learning, Learning Strategies, Science","Corporate Information Factory CIF, DCI iCore, Email software, Financial needs analysis software, Fiserv financial services software, Harland Financial Solutions DepositPro, IBM Lotus Notes, IPS-Sendero Relationship Profitability Manager Catalyst, Microsoft Dynamics GP, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Word, Systems Union Group MIS DecisionWare, Web browser software",Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,8.333333333333334,9.09,1.37,1.91,1.0,3.66,4.65,6.86,"Career: New Accounts Clerks Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Writing, Mathematics, Active Learning, Learning Strategies, Science Software: Corporate Information Factory CIF, DCI iCore, Email software, Financial needs analysis software, Fiserv financial services software, Harland Financial Solutions DepositPro, IBM Lotus Notes, IPS-Sendero Relationship Profitability Manager Catalyst, Microsoft Dynamics GP, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Word, Systems Union Group MIS DecisionWare, Web browser software Description: Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications."
43-4151.00,Order Clerks,"Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Mathematics, Active Learning, Learning Strategies, Science","Adobe Acrobat, Apple Safari, Automated manifest system software, Corel WordPerfect Office Suite, Email software, IBM Sterling Configure, Price, Quote, Intuit QuickBooks, Inventory management systems, Microsoft Access, Microsoft Dynamics, Microsoft Edge, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft System Center, Microsoft Word, Mozilla Firefox, Oracle JD Edwards EnterpriseOne, Order management software","Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",8.333333333333334,9.090909090909092,2.57,1.0,1.0,2.52,4.54,6.97,"Career: Order Clerks Skills: Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Monitoring, Mathematics, Active Learning, Learning Strategies, Science Software: Adobe Acrobat, Apple Safari, Automated manifest system software, Corel WordPerfect Office Suite, Email software, IBM Sterling Configure, Price, Quote, Intuit QuickBooks, Inventory management systems, Microsoft Access, Microsoft Dynamics, Microsoft Edge, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft System Center, Microsoft Word, Mozilla Firefox, Oracle JD Edwards EnterpriseOne, Order management software Description: Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints."
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping","Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science","ADP Enterprise HR, ADP Workforce Now, Applicant tracking software, Blackboard Learn, Blackboard Learning System, Corel WordPerfect Office Suite, Database software, Document management system software, Email software, Employee performance management system, Employee self-service software, FileMaker Pro, Google Calendar, Google Docs, Human resource information system (HRIS), Human resource management software HRMS, Learning management system LMS, LinkedIn, Microsoft Access, Microsoft Excel","Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",8.334166666666667,9.092727272727272,1.43,1.35,1.0,3.24,3.91,7.0,"Career: Human Resources Assistants, Except Payroll and Timekeeping Skills: Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Monitoring, Active Learning, Learning Strategies, Mathematics, Science Software: ADP Enterprise HR, ADP Workforce Now, Applicant tracking software, Blackboard Learn, Blackboard Learning System, Corel WordPerfect Office Suite, Database software, Document management system software, Email software, Employee performance management system, Employee self-service software, FileMaker Pro, Google Calendar, Google Docs, Human resource information system (HRIS), Human resource management software HRMS, Learning management system LMS, LinkedIn, Microsoft Access, Microsoft Excel Description: Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons."
43-4171.00,Receptionists and Information Clerks,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Learning Strategies, Mathematics, Science","3M Post-it App, Alpha Software Alpha Five, Appointment scheduling software, Automated information system software, Billing software, Blackbaud The Raiser's Edge, Bookkeeping software, Claim processing system software, Corel WordPerfect Office Suite, Data entry software, Database software, Electronic calendar management software, Electronic health record EHR software, Email software, FileMaker Pro, Filing system software, GE Healthcare Centricity EMR, Google Docs, Google Drive, HMS","Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",8.333333333333334,9.091818181818182,1.95,1.79,1.1,3.57,4.26,6.3,"Career: Receptionists and Information Clerks Skills: Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Learning Strategies, Mathematics, Science Software: 3M Post-it App, Alpha Software Alpha Five, Appointment scheduling software, Automated information system software, Billing software, Blackbaud The Raiser's Edge, Bookkeeping software, Claim processing system software, Corel WordPerfect Office Suite, Data entry software, Database software, Electronic calendar management software, Electronic health record EHR software, Email software, FileMaker Pro, Filing system software, GE Healthcare Centricity EMR, Google Docs, Google Drive, HMS Description: Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Active Learning, Monitoring, Mathematics, Learning Strategies, Science","Amadeus Altea Reservation, Computer reservation system CRS software, Corel WordPerfect Office Suite, Delphi Technology, Email software, Galileo 360 Fares, GuestServe, MICROS Systems MICROS 9700 HMS, MICROS Systems OPERA Property Management System PMS, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Property management system PMS software, Property scheduling software, Sabre Airline Solutions SabreSonic Ticket, Web browser software, Worldspan Go!","Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",8.334166666666667,9.091818181818182,2.12,1.0,1.32,4.39,4.08,5.54,"Career: Reservation and Transportation Ticket Agents and Travel Clerks Skills: Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Active Learning, Monitoring, Mathematics, Learning Strategies, Science Software: Amadeus Altea Reservation, Computer reservation system CRS software, Corel WordPerfect Office Suite, Delphi Technology, Email software, Galileo 360 Fares, GuestServe, MICROS Systems MICROS 9700 HMS, MICROS Systems OPERA Property Management System PMS, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Property management system PMS software, Property scheduling software, Sabre Airline Solutions SabreSonic Ticket, Web browser software, Worldspan Go! Description: Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information."
43-5011.00,Cargo and Freight Agents,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Mathematics, Learning Strategies, Science","Brokerage software, Corel WordPerfect Office Suite, Database software, Email software, Microsoft Excel, Microsoft Office software, Microsoft OneNote, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Posting software, SAP software, Transportation management software, Transportation management system TMS software, Web browser software, Web-based dispatch software","Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shipping charges and tariffs.",8.333333333333334,9.090909090909092,3.15,1.52,1.0,2.14,4.83,6.32,"Career: Cargo and Freight Agents Skills: Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Monitoring, Active Learning, Mathematics, Learning Strategies, Science Software: Brokerage software, Corel WordPerfect Office Suite, Database software, Email software, Microsoft Excel, Microsoft Office software, Microsoft OneNote, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Posting software, SAP software, Transportation management software, Transportation management system TMS software, Web browser software, Web-based dispatch software Description: Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shipping charges and tariffs."
43-5011.01,Freight Forwarders,"Reading Comprehension, Monitoring, Active Listening, Critical Thinking, Writing, Speaking, Active Learning, Mathematics, Learning Strategies, Science","AESDirect, Arcline ArcFreight, CargoWise ediEnterprise, CEDAS Gateway, Email software, IES Ecellerate, Kewill Global Trade and Logistics, Manufacturing resource planning MRP software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Oracle JD Edwards EnterpriseOne, Order management software, Package tracking software, QuestaWeb TradeMaster QW, RedBerry Logistics, Riege Software International Procars, SAP software","Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation.",8.333333333333334,9.090909090909092,3.51,2.59,1.0,1.84,3.94,5.6,"Career: Freight Forwarders Skills: Reading Comprehension, Monitoring, Active Listening, Critical Thinking, Writing, Speaking, Active Learning, Mathematics, Learning Strategies, Science Software: AESDirect, Arcline ArcFreight, CargoWise ediEnterprise, CEDAS Gateway, Email software, IES Ecellerate, Kewill Global Trade and Logistics, Manufacturing resource planning MRP software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Oracle JD Edwards EnterpriseOne, Order management software, Package tracking software, QuestaWeb TradeMaster QW, RedBerry Logistics, Riege Software International Procars, SAP software Description: Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation."
